POS ITEM ID,POS ITEM,POS Group,POS Subgroup,My Group,QTY,COST,PRICE,PROFIT,TOTAL COST,TOTAL SALES,TOTAL PROFIT,Group Rating,AvgQuantityBySubGroup,AvgMarginBySubGroup,Subgroup Rating,AvgQuantityByMyGroup,AvgMarginByMyGroup,My Group Rating
33058,Kellog's Grab N Go (Foodager),Grocery,Grocery,Breakfast,661,0.52,3.37,2.85,343.72,2228.83,1885.11,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,136.61111111111111,3.879722222222222,Plowhorse
33063,Whole Grain Wheat Loaf (Foodager),Grocery,Grocery,Breakfast,2,4.34,19.75,15.41,8.68,39.5,30.82,Puzzle,76.44572748267899,4.284792147806005,Puzzle,136.61111111111111,3.879722222222222,Puzzle
33064,Blue Diamond Almonds (Foodager),Grocery,Grocery,Snack,67,0.94,4.19,3.25,62.98,280.49,217.51,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Dog
33070,Goldfish Xtra Cheddar (Foodager),Grocery,Grocery,Snack,28,3.31,5.79,2.48,92.68,162.0,69.32,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Dog
33071,Oscar Mayer Bacon (Foodager),Grocery,Grocery,Breakfast,158,5.53,8.82,3.29,873.74,1393.95,520.21,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,136.61111111111111,3.879722222222222,Plowhorse
33074,Pringles Potato Chips Party Stack (Foodager),Grocery,Grocery,Chips,12,2.98,6.66,3.68,35.76,79.92,44.16,Dog,76.44572748267899,4.284792147806005,Dog,211.4375,3.6875,Dog
33078,SeaPak Popcorn Shrimp (Foodager),Grocery,Grocery,Meals,9,8.21,13.95,5.74,73.89,125.55,51.66,Puzzle,76.44572748267899,4.284792147806005,Puzzle,24.166666666666668,6.641666666666667,Dog
33079,Tyson Any'tizers Popcorn Chicken (Foodager),Grocery,Grocery,Meals,46,8.66,18.97,10.31,398.36,872.52,474.16,Puzzle,76.44572748267899,4.284792147806005,Puzzle,24.166666666666668,6.641666666666667,Star
33080,Haribo Gold Bears (Foodager),Grocery,Grocery,Candy,1075,2.17,4.92,2.75,2332.75,5290.28,2957.53,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,62.96969696969697,3.9401515151515154,Plowhorse
33085,Caramelized Walnuts Mitica (Foodager),Grocery,Grocery,Charcuterie,57,5.24,9.91,4.67,298.68,564.66,265.98,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Plowhorse
33086,Bumble Bee Chicken Salad Kit (Foodager),Grocery,Grocery,Meals,34,1.96,4.13,2.17,66.64,140.25,73.61,Dog,76.44572748267899,4.284792147806005,Dog,24.166666666666668,6.641666666666667,Plowhorse
33087,Bobo's Oat Bar (Foodager),Grocery,Grocery,Snack,393,2.29,4.82,2.53,899.97,1895.68,995.71,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Plowhorse
33088,Pepperidge Farm Piroutte (Foodager),Grocery,Grocery,Dessert,26,6.35,10.95,4.6,165.1,284.7,119.6,Puzzle,76.44572748267899,4.284792147806005,Puzzle,120.8,4.0713333333333335,Puzzle
33089,Bon Bee Honey (Foodager),Grocery,Grocery,Snack,29,1.85,4.5,2.65,53.65,130.5,76.85,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Dog
33093,Nutella - Hazelnut Spread - 7.7oz (Foodager),Grocery,Grocery,Snack,37,3.16,9.05,5.89,116.92,334.97,218.05,Puzzle,76.44572748267899,4.284792147806005,Puzzle,124.27272727272727,3.771060606060606,Puzzle
33094,Pam Cooking Spray (Foodager),Grocery,Grocery,Condiment,31,4.96,11.18,6.22,153.76,346.5,192.74,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Star
33097,Haribo Twin Snakes (Foodager),Grocery,Grocery,Candy,191,1.53,4.86,3.33,292.23,928.11,635.88,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,62.96969696969697,3.9401515151515154,Plowhorse
33099,Sweetwood Fatty Smoked Meat (Foodager),Grocery,Grocery,Snack,474,2.55,6.46,3.91,1208.7,3059.84,1851.14,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Star
33100,Kate's Real Food (Foodager),Grocery,Grocery,Snack,756,2.22,4.47,2.25,1678.32,3376.12,1697.8,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Plowhorse
33103,King Size Treats (Foodager),Grocery,Grocery,Dessert,21,1.25,4.95,3.7,26.25,103.95,77.7,Dog,76.44572748267899,4.284792147806005,Dog,120.8,4.0713333333333335,Dog
33104,Righteous Felon Craft Jerky(1) (Foodager),Grocery,Grocery,Snack,14,4.99,6.28,1.29,69.86,87.95,18.09,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Dog
33105,Starburst Gummies Sticks (Foodager),Grocery,Grocery,Candy,11,2.19,3.9450000000000003,1.755,24.09,43.0,18.91,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33107,Wild Planet Tuna Pasta Salad (Foodager),Grocery,Grocery,Meals,22,3.78,8.0,4.22,83.16,176.0,92.84,Dog,76.44572748267899,4.284792147806005,Dog,24.166666666666668,6.641666666666667,Dog
33112,Dippin Dots Gumballs (Foodager),Grocery,Grocery,Candy,113,0.63,1.96,1.33,71.19,222.0,150.81,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,62.96969696969697,3.9401515151515154,Plowhorse
33114,Starburst Gummies 5oz (Foodager),Grocery,Grocery,Candy,58,2.2,5.46,3.26,127.60000000000001,314.88,187.28,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33118,Hot Tamales Candy (Foodager),Grocery,Grocery,Candy,38,1.08,2.77,1.69,41.04,105.43,64.39,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33122,Just Candy Salt Water Taffy (Foodager),Grocery,Grocery,Candy,1,0.72,16.95,16.23,0.72,16.95,16.23,Puzzle,76.44572748267899,4.284792147806005,Puzzle,62.96969696969697,3.9401515151515154,Puzzle
33124,Premium Saltine Crackers (Foodager),Grocery,Grocery,Crackers,96,2.83,4.89,2.06,271.68,469.01,197.33,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,45.833333333333336,4.836666666666667,Plowhorse
33125,Crisco Pure Vegetable Oil (Foodager),Grocery,Grocery,Condiment,47,3.41,5.97,2.56,160.27,280.55,120.28,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Plowhorse
33127,Post Cereals (Foodager),Grocery,Grocery,Breakfast,30,4.26,9.0,4.74,127.8,270.0,142.2,Puzzle,76.44572748267899,4.284792147806005,Puzzle,136.61111111111111,3.879722222222222,Puzzle
33129,Whoppers Candy 5oz (Foodager),Grocery,Grocery,Candy,26,1.24,3.5,2.26,32.24,91.0,58.76,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33130,Reynolds Wrap Foil (Foodager),Grocery,Grocery,Supplies,33,2.75,6.93,4.18,90.75,228.57,137.82,Dog,76.44572748267899,4.284792147806005,Dog,39.0,4.7025,Dog
33132,Boulder Canyon Kettle Chips (Foodager),Grocery,Grocery,Chips,1526,3.05,6.89,3.84,4654.3,10514.0,5859.7,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,211.4375,3.6875,Star
33133,Torres Selecta Premium Potato Chips (Foodager),Grocery,Grocery,Chips,526,2.34,6.88,4.54,1230.84,3619.0,2388.16,Star,76.44572748267899,4.284792147806005,Star,211.4375,3.6875,Star
33134,Pepperidge Farm Soft Baked (Foodager),Grocery,Grocery,Dessert,238,4.34,11.82,7.48,1032.92,2814.22,1781.3,Star,76.44572748267899,4.284792147806005,Star,120.8,4.0713333333333335,Star
33135,Cheez-It 7 oz (Foodager),Grocery,Grocery,Crackers,60,3.5,7.88,4.38,210.0,473.03,263.03,Puzzle,76.44572748267899,4.284792147806005,Puzzle,45.833333333333336,4.836666666666667,Plowhorse
33138,Trident SF Gum (Foodager),Grocery,Grocery,Gum,5,2.01,4.0,1.99,10.05,20.0,9.95,Dog,76.44572748267899,4.284792147806005,Dog,43.5,3.2350000000000003,Dog
33140,Boom Chicka Pop (Foodager),Grocery,Grocery,Alternative Snack,101,1.91,4.91,3.0,192.91,496.24,303.33,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,67.0,2.794736842105263,Star
33141,Hippeas Chickpea Puffs (Foodager),Grocery,Grocery,Alternative Snack,61,1.68,3.95,2.27,102.48,240.95,138.47,Dog,76.44572748267899,4.284792147806005,Dog,67.0,2.794736842105263,Dog
33142,Chocolate chip cookie (Foodager),Grocery,Grocery,Dessert,213,1.47,3.74,2.27,313.11,797.12,484.01,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,120.8,4.0713333333333335,Plowhorse
33143,Retail Decaf Coffee (Foodager),Grocery,Grocery,Breakfast,15,18.32,24.0,5.68,274.8,360.0,85.2,Puzzle,76.44572748267899,4.284792147806005,Puzzle,136.61111111111111,3.879722222222222,Puzzle
33148,Apple Jacks 2 Go (Foodager),Grocery,Grocery,Breakfast,1,1.44,3.5,2.06,1.44,3.5,2.06,Dog,76.44572748267899,4.284792147806005,Dog,136.61111111111111,3.879722222222222,Dog
33153,Luna Bar Whole Nutritional Bar 1.69 oz (Foodager),Grocery,Grocery,Snack,78,2.32,4.3,1.98,180.96,335.25,154.29,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Dog
33154,Rxbar Protein Bar (1.83Oz/52G) (Foodager),Grocery,Grocery,Snack,85,3.08,6.5,3.42,261.8,552.5,290.7,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Dog
33159,Pepperidge Farm Bagels (Foodager),Grocery,Grocery,Bread,93,4.67,10.83,6.16,434.31,1007.4,573.09,Star,76.44572748267899,4.284792147806005,Star,29.055555555555557,5.228888888888889,Star
33162,Pepperidge Farm Mini Bagels (Foodager),Grocery,Grocery,Bread,23,4.67,9.52,4.85,107.41,218.9,111.49,Puzzle,76.44572748267899,4.284792147806005,Puzzle,29.055555555555557,5.228888888888889,Dog
33163,Original Syrup 12 oz. (Foodager),Grocery,Grocery,Condiment,77,3.16,7.4,4.24,243.32,569.98,326.66,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,23.795454545454547,3.256136363636364,Star
33164,Boom Chicka Pop Large (Foodager),Grocery,Grocery,Alternative Snack,102,3.22,7.79,4.57,328.44,794.99,466.55,Star,76.44572748267899,4.284792147806005,Star,67.0,2.794736842105263,Star
33165,Trident Pocket Pack (Foodager),Grocery,Grocery,Gum,93,2.01,6.13,4.12,186.93,570.0,383.07,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,43.5,3.2350000000000003,Star
33168,Orbit Gum (Foodager),Grocery,Grocery,Gum,49,1.52,2.94,1.42,74.48,144.01,69.53,Dog,76.44572748267899,4.284792147806005,Dog,43.5,3.2350000000000003,Plowhorse
33171,Kudo Kettle Popcorn (Foodager),Grocery,Grocery,Alternative Snack,67,2.48,5.88,3.4,166.16,394.18,228.02,Dog,76.44572748267899,4.284792147806005,Dog,67.0,2.794736842105263,Star
33174,Rolo Creamy Caramel Chocolate (Foodager),Grocery,Grocery,Candy,57,1.11,2.96,1.85,63.27,168.75,105.48,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33176,Bobo's PB&J's (Foodager),Grocery,Grocery,Snack,90,2.29,4.89,2.6,206.1,440.44,234.34,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Dog
33179,Everything Goes Nuts (Foodager),Grocery,Grocery,Charcuterie,28,4.04,9.86,5.82,113.12,276.11,162.99,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Puzzle
33180,Kate's Protein Bar (Foodager),Grocery,Grocery,Snack,218,2.22,4.96,2.74,483.96,1081.25,597.29,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Plowhorse
33181,Sunbelt Granola Bars - Fudge Coconut (Foodager),Grocery,Grocery,Snack,20,3.0,6.98,3.98,60.0,139.5,79.5,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Puzzle
33185,Mike's Hot Honey 12oz (Foodager),Grocery,Grocery,Condiment,7,9.24,14.0,4.76,64.68,98.0,33.32,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Puzzle
33189,Chicken in a Biskit Original (Foodager),Grocery,Grocery,Meals,2,4.75,5.95,1.2,9.5,11.9,2.4,Dog,76.44572748267899,4.284792147806005,Dog,24.166666666666668,6.641666666666667,Dog
33191,Kellogg's Nutri-Grain Soft Baked Breakfast Bars (Foodager),Grocery,Grocery,Breakfast,98,0.92,2.46,1.54,90.16,240.64,150.48,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,136.61111111111111,3.879722222222222,Dog
33196,Honey Maid Graham Cracker (Foodager),Grocery,Grocery,Crackers,68,4.78,5.84,1.06,325.04,397.16,72.12,Dog,76.44572748267899,4.284792147806005,Dog,45.833333333333336,4.836666666666667,Plowhorse
33200,34 Degrees Crackers (Foodager),Grocery,Grocery,Charcuterie,246,2.35,6.76,4.41,578.1,1664.17,1086.07,Star,76.44572748267899,4.284792147806005,Star,38.4264705882353,5.584044117647059,Plowhorse
33201,Tostitos Crispy Rounds Tortilla Chips(16Oz) (Foodager),Grocery,Grocery,Chips,3,2.82,8.2,5.38,8.46,24.61,16.15,Puzzle,76.44572748267899,4.284792147806005,Puzzle,211.4375,3.6875,Puzzle
33202,Genesee Protein Bars 2.12 oz (Foodager),Grocery,Grocery,Snack,77,3.26,6.27,3.01,251.02,482.61,231.59,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,124.27272727272727,3.771060606060606,Dog
33203,Whole Grain Bread (Foodager),Grocery,Grocery,Bread,1,8.17,0.0,-8.17,8.17,0.0,-8.17,Dog,76.44572748267899,4.284792147806005,Dog,29.055555555555557,5.228888888888889,Dog
33204,Barilla Pasta (Foodager),Grocery,Grocery,Charcuterie,34,2.11,4.88,2.77,71.74,165.82,94.08,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33207,Cheetos Mac'N Cheese (Foodager),Grocery,Grocery,Soups,125,1.91,3.5,1.59,238.75,437.5,198.75,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,83.47619047619048,4.213333333333334,Plowhorse
33209,Upcycled Grain Project Grain Crisps (Foodager),Grocery,Grocery,Charcuterie,43,4.26,7.72,3.46,183.18,331.9,148.72,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Plowhorse
33213,FlouwerCo Artisal Crackers (Foodager),Grocery,Grocery,Charcuterie,2,7.32,8.95,1.63,14.64,17.9,3.26,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33215,Planters Dry Roasted Peanuts- Lightly Salted(16Oz/ (Foodager),Grocery,Grocery,Snack,22,4.0,9.09,5.09,88.0,200.0,112.0,Puzzle,76.44572748267899,4.284792147806005,Puzzle,124.27272727272727,3.771060606060606,Puzzle
33221,Domaine des Vignes Spicy Cornichons 12.3 oz (Foodager),Grocery,Grocery,Charcuterie,4,2.99,5.86,2.87,11.96,23.44,11.48,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33226,Divina Caramelized Onion Jam 7.6 oz (Foodager),Grocery,Grocery,Charcuterie,4,3.79,8.5,4.71,15.16,34.0,18.84,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Dog
33228,Rosarita Refired Beans (Foodager),Grocery,Grocery,Supplies,9,2.35,4.75,2.4,21.15,42.75,21.6,Dog,76.44572748267899,4.284792147806005,Dog,39.0,4.7025,Dog
33229,Divina Blue Cheese Stuffed Olives (Foodager),Grocery,Grocery,Charcuterie,7,5.94,10.5,4.56,41.58,73.5,31.92,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Dog
33230,Kraft Mac'N Cheese (Foodager),Grocery,Grocery,Soups,232,1.17,3.91,2.74,271.44,906.52,635.08,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,83.47619047619048,4.213333333333334,Plowhorse
33231,Udi's GF Bread Loaf (Foodager),Grocery,Grocery,Bread,1,9.5,19.95,10.45,9.5,19.95,10.45,Puzzle,76.44572748267899,4.284792147806005,Puzzle,29.055555555555557,5.228888888888889,Puzzle
33236,Cosmo's Marinated Artichoke Hearts (Foodager),Grocery,Grocery,Charcuterie,9,1.86,3.78,1.92,16.74,34.0,17.26,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33239,Whole Calabrian Cherry Peppers 6.3 oz (Foodager),Grocery,Grocery,Charcuterie,2,6.76,14.95,8.19,13.52,29.9,16.38,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Puzzle
33240,Sunbelt Granola Bars - Banana Oat (Foodager),Grocery,Grocery,Snack,8,2.4,7.06,4.66,19.2,56.5,37.3,Puzzle,76.44572748267899,4.284792147806005,Puzzle,124.27272727272727,3.771060606060606,Puzzle
33242,Sunbelt Granola Bars - Chocolate Chip (Foodager),Grocery,Grocery,Snack,11,2.4,7.5,5.1,26.4,82.5,56.1,Puzzle,76.44572748267899,4.284792147806005,Puzzle,124.27272727272727,3.771060606060606,Puzzle
33244,Sunbelt Granola Bars - Fudge Chocolate Chip (Foodager),Grocery,Grocery,Snack,9,2.4,7.29,4.89,21.6,65.62,44.02,Puzzle,76.44572748267899,4.284792147806005,Puzzle,124.27272727272727,3.771060606060606,Puzzle
33248,Kellogg's Cereal (Foodager),Grocery,Grocery,Breakfast,17,6.29,12.75,6.46,106.93,216.75,109.82,Puzzle,76.44572748267899,4.284792147806005,Puzzle,136.61111111111111,3.879722222222222,Puzzle
33249,Pepperidge Farm Milano (Foodager),Grocery,Grocery,Dessert,209,0.72,11.76,11.04,150.48,2458.72,2308.24,Star,76.44572748267899,4.284792147806005,Star,120.8,4.0713333333333335,Star
33252,Babybel Mini X6 (Foodager),Grocery,Grocery,Charcuterie,435,0.01,1.9,1.89,4.35,828.5,824.15,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,38.4264705882353,5.584044117647059,Plowhorse
33257,Honey Bear 12 oz (Foodager),Grocery,Grocery,Condiment,23,3.58,9.0,5.42,82.34,207.0,124.66,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Puzzle
33258,"IL Porcellino, Sliced Retail (Foodager)",Grocery,Grocery,Charcuterie,63,5.67,16.95,11.28,357.21,1067.85,710.64,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Star
33260,Goya Extra Virgin Olice Oil (Foodager),Grocery,Grocery,Condiment,29,6.77,10.16,3.39,196.33,294.69,98.36,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Star
33264,Oreo 6 Cookies 2.4 oz (Foodager),Grocery,Grocery,Dessert,18,0.46,3.95,3.49,8.28,71.1,62.82,Dog,76.44572748267899,4.284792147806005,Dog,120.8,4.0713333333333335,Dog
33267,Cantimpalo Spanish Dry Sausage (Foodager),Grocery,Grocery,Charcuterie,12,4.01,9.12,5.11,48.12,109.45,61.33,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Dog
33275,Hellmann'S Real Mayonnaise-11.5Oz (Foodager),Grocery,Grocery,Condiment,29,2.71,4.91,2.2,78.59,142.32,63.73,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Plowhorse
33277,Purina Beneful Originals Dog Food (Foodager),Grocery,Grocery,Supplies,4,6.47,14.02,7.55,25.88,56.06,30.18,Puzzle,76.44572748267899,4.284792147806005,Puzzle,39.0,4.7025,Puzzle
33280,Mrs. Freshley's Mini Donuts (Foodager),Grocery,Grocery,Breakfast,393,2.65,5.88,3.23,1041.45,2310.07,1268.62,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,136.61111111111111,3.879722222222222,Plowhorse
33281,Kraft Chipotle Aioli (Foodager),Grocery,Grocery,Condiment,6,4.95,11.25,6.3,29.7,67.5,37.8,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Puzzle
33283,Ritz Crackers 3.4oz (Foodager),Grocery,Grocery,Snack,9,2.57,6.67,4.1,23.13,60.0,36.87,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Puzzle
33286,Heinz - Ketchup - 12Oz (Foodager),Grocery,Grocery,Condiment,1,2.92,0.0,-2.92,2.92,0.0,-2.92,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Dog
33291,Speck Italiano Sliced Smoked Ham (Foodager),Grocery,Grocery,Charcuterie,100,5.34,12.89,7.55,534.0,1288.52,754.52,Star,76.44572748267899,4.284792147806005,Star,38.4264705882353,5.584044117647059,Star
33292,Divina Fig Spread 9 oz (Foodager),Grocery,Grocery,Charcuterie,4,3.98,8.95,4.97,15.92,35.8,19.88,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Dog
33295,Planters Nuts & Chocolate Trail Mix (Foodager),Grocery,Grocery,Snack,42,0.84,4.95,4.11,35.28,207.9,172.62,Dog,76.44572748267899,4.284792147806005,Dog,124.27272727272727,3.771060606060606,Puzzle
33303,A1 Original Sauce 5oz (Foodager),Grocery,Grocery,Condiment,7,3.51,5.79,2.28,24.57,40.5,15.93,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Dog
33305,Pepperidge Farm Fresh From the Oven (Foodager),Grocery,Grocery,Bread,148,4.34,10.78,6.44,642.32,1595.96,953.64,Star,76.44572748267899,4.284792147806005,Star,29.055555555555557,5.228888888888889,Star
33306,Divina Mini Spread 1 oz (Foodager),Grocery,Grocery,Charcuterie,74,0.96,2.21,1.25,71.04,163.73,92.69,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Plowhorse
33307,Divina Mini Toasts (Foodager),Grocery,Grocery,Charcuterie,54,1.5,9.95,8.45,81.0,537.3,456.3,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Star
33308,Divina Marinated Feta & Greek Olives (Foodager),Grocery,Grocery,Charcuterie,130,4.49,7.87,3.38,583.7,1023.56,439.86,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,38.4264705882353,5.584044117647059,Plowhorse
33313,Pepperidge Farm Goldfish (Foodager),Grocery,Grocery,Snack,311,3.34,8.89,5.55,1038.74,2763.29,1724.55,Star,76.44572748267899,4.284792147806005,Star,124.27272727272727,3.771060606060606,Star
33314,Roland Original Balsamic Glaze 12.84 oz (Foodager),Grocery,Grocery,Condiment,3,4.98,10.0,5.02,14.94,30.0,15.06,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Puzzle
33315,Partanna Mediterranean Olive Mix (Foodager),Grocery,Grocery,Charcuterie,17,7.92,12.76,4.84,134.64,216.91,82.27,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Dog
33318,Divina Hot & Sweet Peppers (Foodager),Grocery,Grocery,Charcuterie,16,5.59,7.83,2.24,89.44,125.21,35.77,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33319,Bonne Maman Honey (Foodager),Grocery,Grocery,Charcuterie,54,1.19,2.99,1.8,64.26,161.25,96.99,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Plowhorse
33320,Heinz Tomato Ketchup 14oz (Foodager),Grocery,Grocery,Condiment,46,2.92,5.72,2.8,134.32,263.27,128.95,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Plowhorse
33322,Boston Baked Beans Candy Coated Peanuts (Foodager),Grocery,Grocery,Candy,8,1.6,3.25,1.65,12.8,26.0,13.2,Dog,76.44572748267899,4.284792147806005,Dog,62.96969696969697,3.9401515151515154,Dog
33325,Jam Grape Concord (Foodager),Grocery,Grocery,Charcuterie,70,0.4,1.99,1.59,28.0,139.5,111.5,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Plowhorse
33327,Pearl Milling Company Original Pancake & WaffleMix (Foodager),Grocery,Grocery,Breakfast,59,2.65,5.95,3.3,156.35,351.05,194.7,Dog,76.44572748267899,4.284792147806005,Dog,136.61111111111111,3.879722222222222,Dog
33328,Strawberry Preserves (Foodager),Grocery,Grocery,Charcuterie,26,0.45,1.9,1.45,11.7,49.5,37.8,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33329,Eiffel Tower Brie 7 oz (Foodager),Grocery,Grocery,Charcuterie,46,4.26,8.85,4.59,195.96,407.22,211.26,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Plowhorse
33332,Camembert de France Soft-Ripened Cheese (Foodager),Grocery,Grocery,Charcuterie,1,5.79,9.95,4.16,5.79,9.95,4.16,Dog,76.44572748267899,4.284792147806005,Dog,38.4264705882353,5.584044117647059,Dog
33334,French'S Yellow Mustard (Foodager),Grocery,Grocery,Condiment,16,1.88,4.1,2.22,30.08,65.57,35.49,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Dog
33337,Smuckers Jelly (Foodager),Grocery,Grocery,Condiment,83,2.81,4.82,2.01,233.23,399.71,166.48,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,23.795454545454547,3.256136363636364,Plowhorse
33340,Deer Creek The Stag Wisconsin Cheddar Cheese (Foodager),Grocery,Grocery,Charcuterie,112,7.22,11.58,4.36,808.64,1296.57,487.93,Star,76.44572748267899,4.284792147806005,Star,38.4264705882353,5.584044117647059,Plowhorse
33346,Simply Organic Smoked Paprika 2.72 oz (Foodager),Grocery,Grocery,Condiment,2,9.6,16.0,6.4,19.2,32.0,12.8,Puzzle,76.44572748267899,4.284792147806005,Puzzle,23.795454545454547,3.256136363636364,Puzzle
33349,Blue Bonnet Butter 15 oz (Foodager),Grocery,Grocery,Breakfast,63,3.01,5.39,2.38,189.63,339.6,149.97,Dog,76.44572748267899,4.284792147806005,Dog,136.61111111111111,3.879722222222222,Dog
33354,Heinz Sweet Relish 12.7oz (Foodager),Grocery,Grocery,Condiment,5,2.13,4.0,1.87,10.65,20.0,9.35,Dog,76.44572748267899,4.284792147806005,Dog,23.795454545454547,3.256136363636364,Dog
33365,Campbells Chunky Soup (Foodager),Grocery,Grocery,Soups,104,3.84,7.87,4.03,399.36,818.85,419.49,Plowhorse,76.44572748267899,4.284792147806005,Plowhorse,83.47619047619048,4.213333333333334,Plowhorse
33367,Partanna Sicilian EV Olive Oil Lg (Foodager),Grocery,Grocery,Charcuterie,10,13.57,21.705,8.135,135.7,221.53,85.83,Puzzle,76.44572748267899,4.284792147806005,Puzzle,38.4264705882353,5.584044117647059,Puzzle
33369,Oreo Minis (Foodager),Grocery,Grocery,Dessert,1,1.79,2.75,0.96,1.79,2.75,0.96,Dog,76.44572748267899,4.284792147806005,Dog,120.8,4.0713333333333335,Dog
